港澳湾湾,#genre#
CCTV14,http://live.cooltv.top/tv/aishang.php?id=cctv14
CCTV14,http://125.210.152.19:9120/live/hzgq-cctvsegq-h264.m3u8
CCTV14,http://175.10.37.200:9901/tsfile/live/0014_1.m3u8
CCTV14,http://218.29.55.44:808/hls/14/index.m3u8
CCTV15,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000
CCTV15,https://live.v1.mk/api/ghyx.php?id=CCTV15HD_6000
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV15,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv15HD/__op/default/__f//index.m3u8
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15
CCTV15,http://125.210.152.19:9120/live/hzgq-cctvmusicgq-h264.m3u8
CCTV15,http://175.10.37.200:9901/tsfile/live/0015_1.m3u8
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,https://live.v1.mk/api/ghyx.php?id=CCTV16HD_6000
CCTV16,http://live.cooltv.top/tv/aishang.php?id=cctv16hd
CCTV16,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv16HD/__op/default/__f//index.m3u8
CCTV16,http://125.210.152.19:9120/live/hzgq-cctv16gq-h264.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.134.116.30:8080/PLTV/88888888/224/3221226230/index.m3u8
CCTV17,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000
CCTV17,https://live.v1.mk/api/ghyx.php?id=CCTV17HD_6000
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17hd
CCTV17,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv17HD/__op/default/__f//index.m3u8
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17
CCTV17,http://125.210.152.19:9120/live/hzgq-cctv17gq-h264.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
CCTV-移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
卫视频道,#genre#
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000
江苏卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.126:5146
广西卫视,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000
广西卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.139:5146
四川卫视,https://live.v1.mk/api/bestv.php?id=scwshd/8000000
四川卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.159:5146
湖南卫视,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000
湖南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.88:5146
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000
浙江卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.89:5146
东方卫视,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000
东方卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.98:5146
北京卫视,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000
北京卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.91:5146
天津卫视,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000
天津卫视,https://live.v1.mk/api/ghyx.php?id=TianJinHD_6000
天津卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.97:5146
辽宁卫视,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000
辽宁卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.123:5146
安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000
安徽卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.183:5146
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000
黑龙江卫视,https://live.v1.mk/api/ghyx.php?id=HeiLongJiangHD_6000
黑龙江卫视,http://ct.whosayssowhat.top:4022/udp/239.77.1.179:5146
广东卫视,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.v1.mk/api/bestv.php?id=szwshd8m/8000000
河北卫视,https://live.v1.mk/api/ghyx.php?id=HeBeiHD_6000
河北卫视,https://live.v1.mk/api/bestv.php?id=hbwshd8m/8000000
河北卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.148:5146
江西卫视,https://live.v1.mk/api/ghyx.php?id=JiangXiHD_6000
江西卫视,https://live.v1.mk/api/bestv.php?id=jxws8m/8000000
江西卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.149:5146
重庆卫视,https://live.v1.mk/api/ghyx.php?id=ChongQingHD_6000
重庆卫视,https://live.v1.mk/api/bestv.php?id=cqws8m/8000000
重庆卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.182:5146
吉林卫视,https://live.v1.mk/api/ghyx.php?id=JiLinWeiShiHD_6000
吉林卫视,https://live.v1.mk/api/bestv.php?id=jlwshd8m/8000000
吉林卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.150:5146
海南卫视,https://live.v1.mk/api/ghyx.php?id=LvYouWeiShiHD_6000
海南卫视,https://live.v1.mk/api/bestv.php?id=hainanwshd8m/8000000
海南卫视,http://ct.whosayssowhat.top:4022/udp/239.253.43.35:5146
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
西藏卫视,https://tv.vtibet.cn/live/EfgSmE4jCTBtvchannel3.m3u8
影视文化,https://tv.vtibet.cn/live/FYeIdVzzCTBtvchannel2.m3u8
湖北卫视,https://live.v1.mk/api/bestv.php?id=hubeiws8m/8000000
湖北卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.95:5146
山东卫视,https://live.v1.mk/api/bestv.php?id=sdws8m/8000000
山东卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.94:5146
河南卫视,https://live.v1.mk/api/bestv.php?id=hnwshd8m/8000000
河南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.1.229:5146
甘肃卫视,https://live.v1.mk/api/bestv.php?id=gswshd8m/8000000
甘肃卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.189:5146
东南卫视,https://live.v1.mk/api/bestv.php?id=dnwshd8m/8000000
东南卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.146:5146
云南卫视,https://live.v1.mk/api/bestv.php?id=ynwshd8m/8000000
云南卫视,http://ct.whosayssowhat.top:4022/udp/239.253.43.37:5146
贵州卫视,https://live.v1.mk/api/bestv.php?id=gzwshd8m/8000000
贵州卫视,http://ct.whosayssowhat.top:4022/udp/239.77.0.230:5146
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc8m/8000000
金鹰纪实 8M,https://live.v1.mk/api/bestv.php?id=jyjs8m/8000000
戏曲精选 8M,https://live.v1.mk/api/bestv.php?id=xqjx8m/8000000
上海纪实 8M,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
东方影视 8M,https://live.v1.mk/api/bestv.php?id=dfyshd8m/8000000
星空卫视台,http://159.75.85.63:8765/telegram@feiyangdigital-xingkong.m3u8
地方频道,#genre#
北京影视,http://111.31.106.45/downlive.brtvcloud.com/brtv8kapptv/brtv8kappyingshi.m3u8
北京文艺,http://111.31.106.45/downlive.brtvcloud.com/brtv8kapptv/brtv8kappwenyi.m3u8
北京新闻,http://111.31.106.45/downlive.brtvcloud.com/brtv8kapptv/brtv8kappxinwen.m3u8
北京生活,http://111.31.106.45/downlive.brtvcloud.com/brtv8kapptv/brtv8kappshenghuo.m3u8
北京财经,http://111.31.106.45/downlive.brtvcloud.com/brtv8kapptv/brtv8kappcaijing.m3u8
房山区电视,https://live.funhillrm.com/2/sd/live.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8?zbeid
新视觉体育,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?zshangd
魅力足球体育,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8?zshangd
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8?zshangd
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8?zshangd
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8?zshangd
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8?zshangd
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8?zshangd
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8?zshangd
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8?zshangd
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8?zshangd
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8?zshangd
金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8?zshangd
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
纪实人文,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8?zshangd
上视外语,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8?zshangd
嘉定电视台,https://pili-live-hls.wdit.com.cn/wditlive/15472c98517744b994e85c9c60cc93cf6a3b.m3u8?zshangd
天水公共,http://stream.tstv.cn/tstc938Yn3ggpd/playlist.m3u8?shanghai
极速汽车体育,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8?zshangd
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8?zshangd
金山电视台,http://live.mudu.tv/watch/4zbn2f.m3u8?zshangd
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8?zhund
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8?zhund
娄底综合频道,http://119.39.242.52:1935/live/zonghe/playlist.m3u8?zhund
娄底综合频道,http://mms.ldntv.cn:1935/live/_definst_/zonghe/playlist.m3u8?zhund
衡阳新闻综合,http://59.51.68.40:1936/live/2.stream/playlist.m3u8?zhund
衡阳新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_ImycEv.m3u8?zhund
衡阳新闻综合,http://hnhs.chinashadt.com:1936/hnhs/tv5.stream/playlist.m3u8?zhund
衡阳公共频道,http://59.51.68.40:1936/live/3.stream/playlist.m3u8?zhund
宁乡综合频道,http://b.ds.ch.dingtoo.com/AppName/StreamName.m3u8?zhund
永顺综合频道,http://liveplay.rednet.cn/live/yongshun_tv_55433f.m3u8?zhund
湘潭县综合,http://21084.liveplay.myqcloud.com/live/21084_13241b8296ee11e892905cb9018cf0d4.m3u8?zhund
华容新闻综合,http://liveplay.rednet.cn/live/huarong_60187.m3u8?zhund
汨罗新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_TE4c1Q.m3u8?zhund
汝城综合频道,http://play-dgv-xhncloud.voc.com.cn/live/5243_j69HSm.m3u8?zhund
宜章新闻综合,http://hnyz.chinashadt.com:2036/live/stream:tv1.stream/playlist.m3u8?zhund
宜章新闻综合,http://hnyz.chinashadt.com:2036/live/stream:tv1.stream_360p/playlist.m3u8?zhund
祁阳综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_PREfDG.m3u8?zhund
冷水江新闻综合,http://play-dgv-xhncloud.voc.com.cn/live/5243_8NbUnK.m3u8?zhund
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://yd-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/720p.m3u8?zzhed
浙江钱江都市,http://hw-m-l.cztv.com/channels/lantian/channel02/360p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://yd-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/720p.m3u8?zzhed
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel03/360p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江教科影院,http://yd-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8?zzhed
浙江教科影院,http://hw-m-l.cztv.com/channels/lantian/channel04/360p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江民生休闲,http://yd-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/720p.m3u8?zzhed
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/360p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,http://yd-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8?zzhed
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/360p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
浙江少儿,http://yd-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8?zzhed
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,http://yd-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8?zzhed
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/360p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
数码时代,http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
数码时代,http://117.148.179.157/PLTV/88888888/224/3221229419/index.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/720p.m3u8?zzhed
数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/360p.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?zzhed
绍兴文化影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
金华新闻综合,http://live.plus.jinhua.com.cn/xwzh/playlist.m3u8?zzhed
金华教育科技,http://live.plus.jinhua.com.cn/jykj/playlist.m3u8?zzhed
金华公共频道,http://live.plus.jinhua.com.cn/jjsh/playlist.m3u8?zzhed
金华都市农村,http://live2.plus.jinhua.com.cn/dsnc/playlist.m3u8?zzhed
舟山新闻综合,http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8?zzhed
舟山公共生活,http://live1.plus.wifizs.cn/ggsh/sd/live.m3u8?zzhed
舟山群岛旅游,http://live1.plus.wifizs.cn/qdly/sd/live.m3u8?zzhed
湖州新闻综合,http://live.plus.hugd.com/xwzhpd/sd/live.m3u8?zzhed
湖州公共民生,http://live1.plus.hugd.com/ggpd1/sd/live.m3u8?zzhed
湖州文化娱乐,http://live.plus.hugd.com/whylpd/sd/live.m3u8?zzhed
温州新闻综合,rtmp://livetv.dhtv.cn/live/news?zzhed
温州经济科教,http://live.wzqmt.com/wztv2/sd/live.m3u8?zzhed
温州经济科教,rtmp://livetv.dhtv.cn/live/financial?zzhed
温州都市生活,http://live.wzqmt.com/wztv3/sd/live.m3u8?zzhed
温州都市生活,rtmp://livetv.dhtv.cn/live/citylife?zzhed
